verbo;tipo;processo_formativo_process;processo_formativo_schema;processo_formativo_pattern;processo_formativo_pattern_semispec;processo_formativo_vsupp;cluster;sinonimia;x;y
fare il tenente;analitico;;;VDetN;V det_def N;fare;unknown;no_sinonimi;1.1063942;12.166497
andare a termine;analitico;;;VPrepN;V a N;andare;unknown;no_sinonimi;-0.036363278;9.960711
mettere un termine;analitico;;;VDetN;V det_indef N;mettere;unknown;ha_sinonimi;1.4517347;9.3352785
fare tesoro;analitico;;;VN;VN;fare;unknown;no_sinonimi;2.322473;9.313641
andare in testa;analitico;;;VPrepN;V in N;andare;unknown;no_sinonimi;-0.008285956;8.687365
avere in testa;analitico;;;VPrepN;V in N;avere;unknown;no_sinonimi;-0.012597078;8.789695
essere in testa;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;0.002718356;8.61875
mettere in testa;analitico;;;VPrepN;V in N;mettere;unknown;no_sinonimi;-0.009533149;8.779081
dare il titolo;analitico;;;VDetN;V det_def N;dare;unknown;ha_sinonimi;1.3176736;11.7427225
mettere il titolo;analitico;;;VDetN;V det_def N;mettere;unknown;ha_sinonimi;1.4125077;11.726736
prendere il titolo;analitico;;;VDetN;V det_def N;prendere;unknown;ha_sinonimi;1.2950131;11.822622
avere il tono;analitico;;;VDetN;V det_def N;avere;unknown;no_sinonimi;1.3366449;11.509705
dare il tono;analitico;;;VDetN;V det_def N;dare;unknown;no_sinonimi;1.1980534;11.592918
fare da torre;analitico;;;VPrepN;V da N;fare;unknown;no_sinonimi;1.466463;13.430124
dare torto;analitico;;;VN;VN;dare;unknown;no_sinonimi;1.9579521;10.0094185
essere in torto;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;1.7878696;9.781928
fare torto;analitico;;;VN;VN;fare;unknown;no_sinonimi;1.8082852;10.094514
essere uomo;analitico;;;VN;VN;essere;unknown;no_sinonimi;0.60814184;12.55874
fare il uomo;analitico;;;VDetN;V det_def N;fare;unknown;no_sinonimi;0.67910534;12.349772
dare in uso;analitico;;;VPrepN;V in N;dare;unknown;no_sinonimi;0.6621794;7.0463004
essere in uso;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;0.65464646;7.0247564
fare un uso;analitico;;;VDetN;V det_indef N;fare;unknown;no_sinonimi;0.74697244;7.109741
fare uso;analitico;;;VN;VN;fare;unknown;ha_sinonimi;0.74982816;7.1123886
mettere in uso;analitico;;;VPrepN;V in N;mettere;unknown;ha_sinonimi;0.6860146;7.042312
andare in vacanza;analitico;;;VPrepN;V in N;andare;unknown;no_sinonimi;-0.71564937;10.702624
fare una vacanza;analitico;;;VDetN;V det_indef N;fare;unknown;no_sinonimi;-0.5289456;11.031462
mandare in vacanza;analitico;;;VPrepN;V in N;mandare;unknown;no_sinonimi;-0.7824737;10.659184
mettere in valigia;analitico;;;VPrepN;V in N;mettere;unknown;no_sinonimi;1.0688262;9.468389
mettere a valore;analitico;;;VPrepN;V a N;mettere;unknown;no_sinonimi;2.3264031;9.25262
mettere in valore;analitico;;;VPrepN;V in N;mettere;unknown;no_sinonimi;1.668072;9.280413
andare a vantaggio;analitico;;;VPrepN;V a N;andare;unknown;no_sinonimi;2.2788568;8.872143
andare in vantaggio;analitico;;;VPrepN;V in N;andare;unknown;no_sinonimi;0.071371324;8.489488
avere il vantaggio;analitico;;;VDetN;V det_def N;avere;unknown;no_sinonimi;2.4932077;8.806008
essere a vantaggio;analitico;;;VPrepN;V a N;essere;unknown;no_sinonimi;2.4116406;8.926454
essere in vantaggio;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;0.15943119;8.423713
avere vendetta;analitico;;;VN;VN;avere;unknown;no_sinonimi;0.7756258;10.2177515
fare vendetta;analitico;;;VN;VN;fare;unknown;no_sinonimi;0.7349411;10.405961
essere una vergogna;analitico;;;VDetN;V det_indef N;essere;unknown;no_sinonimi;4.064509;11.757787
dare il via;analitico;;;VDetN;V det_def N;dare;unknown;ha_sinonimi;1.9869099;8.037616
prendere il via;analitico;;;VDetN;V det_def N;prendere;unknown;no_sinonimi;1.8020585;7.860557
essere in viaggio;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;-0.828388;10.324119
mettere in viaggio;analitico;;;VPrepN;V in N;mettere;unknown;no_sinonimi;-0.8275363;10.330026
fare violenza;analitico;;;VN;VN;fare;unknown;no_sinonimi;0.8431718;10.363514
andare in visita;analitico;;;VPrepN;V in N;andare;unknown;no_sinonimi;-0.85666174;10.387729
essere in visita;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;-0.82238925;10.336396
avere in vista;analitico;;;VPrepN;V in N;avere;unknown;no_sinonimi;-0.8052886;10.211245
essere in vista;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;-0.8295915;10.186642
mettere in vista;analitico;;;VPrepN;V in N;mettere;unknown;no_sinonimi;-0.7607893;10.078972
avere vita;analitico;;;VN;VN;avere;unknown;no_sinonimi;1.7633181;8.3973875
dare vita;analitico;;;VN;VN;dare;unknown;no_sinonimi;2.0473163;8.211134
essere in vita;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;-0.8214571;10.193458
prendere vita;analitico;;;VN;-;prendere;unknown;no_sinonimi;1.8993155;8.275381
essere vittima;analitico;;;VN;VN;essere;unknown;no_sinonimi;1.9169459;9.878889
avere voce;analitico;;;VN;VN;avere;unknown;no_sinonimi;1.5761787;10.867179
dare voce;analitico;;;VN;VN;dare;unknown;no_sinonimi;1.5246749;10.915491
avere voglia;analitico;;;VN;VN;avere;unknown;no_sinonimi;1.3363103;10.849861
essere in volo;analitico;;;VPrepN;V in N;essere;unknown;no_sinonimi;-0.7884286;9.903352
fare un volo;analitico;;;VDetN;V det_indef N;fare;unknown;no_sinonimi;-0.67267436;9.944463
prendere il volo;analitico;;;VDetN;V det_def N;prendere;unknown;no_sinonimi;-0.7658251;9.9235
dare volto;analitico;;;VN;VN;dare;unknown;no_sinonimi;1.4595779;11.020309
dare il voto;analitico;;;VDetN;V det_def N;dare;unknown;ha_sinonimi;1.1498295;12.057849
venire a conoscenza;analitico;;;VPrepN;V a N;venire;unknown;no_sinonimi;2.0730894;9.971755
venire in mente;analitico;;;VPrepN;V in N;venire;unknown;no_sinonimi;1.7010181;10.258107
venire a contatto;analitico;;;VPrepN;V a N;venire;unknown;ha_sinonimi;3.227494;12.875634
venire in contatto;analitico;;;VPrepN;V in N;venire;unknown;ha_sinonimi;3.2243888;12.872344
venire in aiuto;analitico;;;VPrepN;V in N;venire;unknown;no_sinonimi;0.72093034;9.79825
venire a capo;analitico;;;VPrepN;V a N;venire;unknown;no_sinonimi;2.3971522;11.415812
venire in superficie;analitico;;;VPrepN;V in N;venire;unknown;no_sinonimi;7.22659;9.883093
venire in luce;analitico;;;VPrepN;V in N;venire;unknown;no_sinonimi;2.6360314;9.408663
venire ad esistenza;analitico;;;VPrepN;V a N;venire;unknown;no_sinonimi;3.2411292;9.830898
venire a noia;analitico;;;VPrepN;V a N;venire;unknown;ha_sinonimi;0.96996784;10.584284
venire a morte;analitico;;;VPrepN;V a N;venire;unknown;no_sinonimi;3.1133358;6.372768
venire in uso;analitico;;;VPrepN;V in N;venire;unknown;no_sinonimi;0.6611627;7.026361
