verbo;tipo;processo_formativo_process;processo_formativo_schema;processo_formativo_pattern;processo_formativo_pattern_semispec;processo_formativo_vsupp;cluster;sinonimia;x;y
sciacquare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;7.3717556;10.789218
aleggiare;sintetico;Suffissazione;eggiare;;;;unknown;no_sinonimi;5.792742;11.316611
albeggiare;sintetico;Suffissazione;eggiare;;;;unknown;no_sinonimi;6.620997;11.613922
albergare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.9170256;10.916385
alberare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.574765;11.918801
inalberare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;6.111366;11.625303
ambientare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.2054687;10.223752
amoreggiare;sintetico;Suffissazione;eggiare;;;;unknown;no_sinonimi;5.122324;12.087646
inanellare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;5.8634996;9.988349
angolare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.5055833;9.428796
animare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.162352;10.432053
architettare;sintetico;Conversione;are;;;;unknown;no_sinonimi;4.221057;11.016912
inarcare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;7.0838284;11.601868
archeggiare;sintetico;Suffissazione;eggiare;;;;unknown;no_sinonimi;6.523389;12.049289
argomentare;sintetico;Conversione;are;;;;unknown;no_sinonimi;3.7071261;9.92401
arieggiare;sintetico;Suffissazione;eggiare;;;;unknown;no_sinonimi;6.806697;11.618184
armare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.9282107;9.980031
armeggiare;sintetico;Suffissazione;eggiare;;;;unknown;no_sinonimi;6.419277;11.245378
articolare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.7960916;9.466742
assassinare;sintetico;Conversione;are;;;;unknown;no_sinonimi;3.1088443;6.45714
attenzionare;sintetico;Conversione;are;;;;unknown;no_sinonimi;4.427655;9.924423
atteggiare;sintetico;Suffissazione;eggiare;;;;unknown;no_sinonimi;4.6484637;11.57452
avventurare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.7365055;11.414283
azionare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;6.3336434;9.639438
baciare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.1864905;12.024604
bagnare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.9605055;11.53383
sbancare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.0358944;9.946296
imbandierare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;6.075832;11.613609
sbandierare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;5.918335;11.384806
barbare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.07914;11.529632
sbarbare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;ha_sinonimi;6.7756906;11.337322
basare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.082875;9.889444
battagliare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.4510174;10.824996
bisognare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;4.243973;9.669303
abbisognare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;ha_sinonimi;4.805237;9.287676
boccare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.672003;11.354017
abboccare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;6.8809056;11.223635
imboccare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;6.519389;12.17003
sboccare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.772754;11.848992
boccheggiare;sintetico;Suffissazione;eggiare;;;;unknown;no_sinonimi;6.427568;11.82855
bordare;sintetico;Conversione;are;;;;unknown;no_sinonimi;7.26804;11.489106
abbordare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;6.0181923;11.443377
bordeggiare;sintetico;Suffissazione;eggiare;;;;unknown;no_sinonimi;6.6914964;11.897186
sborsare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;5.3392425;8.580071
borseggiare;sintetico;Suffissazione;eggiare;;;;unknown;no_sinonimi;5.492536;12.134918
imboscare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;5.3652387;11.305681
imbottigliare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;ha_sinonimi;7.110713;10.509181
abbracciare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.0630054;11.6442
imbracciare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;6.5066633;11.3377285
sbracciarsi;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.3551145;11.3793955
calciare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;6.092159;11.070052
scalciare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;ha_sinonimi;6.1665454;11.254759
calcificare;sintetico;Suffissazione;ificare;;;;unknown;no_sinonimi;7.275954;10.6527815
calmare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.332103;11.436059
calzare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.82822;10.606783
incalzare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;5.2611113;11.570117
scalzare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.572105;10.4275055
incamerare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;5.1986513;8.858542
incamiciare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;6.9893165;10.230425
camminare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.9637284;11.856288
incamminare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;5.9080586;11.780345
campionare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.0233874;9.258973
campare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.230724;10.616276
campare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.221557;10.616476
campire;sintetico;Conversione;ire;;;;unknown;no_sinonimi;6.973909;10.006519
campire;sintetico;Conversione;ire;;;;unknown;no_sinonimi;6.931935;9.985543
accampare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;ha_sinonimi;5.346773;10.920285
scampare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;4.5271664;11.067989
campeggiare;sintetico;Suffissazione;eggiare;;;;unknown;no_sinonimi;6.972474;11.902924
campeggiare;sintetico;Suffissazione;eggiare;;;;unknown;no_sinonimi;6.981259;11.923638
incanalare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;5.885953;9.364643
scanalare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;7.4595137;11.798654
scanalare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;7.4673667;11.808431
canalizzare;sintetico;Suffissazione;izzare;;;;unknown;no_sinonimi;5.7163696;9.409816
canzonare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.218156;11.479784
capitalizzare;sintetico;Suffissazione;izzare;;;;unknown;no_sinonimi;5.2613177;8.648635
capitanare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;3.568287;11.443608
capeggiare;sintetico;Suffissazione;eggiare;;;;unknown;ha_sinonimi;3.5081162;11.486644
scappellare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.1770344;11.141722
caratterizzare;sintetico;Suffissazione;izzare;;;;unknown;ha_sinonimi;5.73322;9.567066
carbonare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.715109;10.620929
carbonizzare;sintetico;Suffissazione;izzare;;;;unknown;no_sinonimi;7.215485;10.088498
carcerare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;2.9691854;6.5818443
incarcerare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;ha_sinonimi;3.0211518;6.541277
scarcerare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;2.9416897;6.5888863
incarnare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;4.640189;11.475796
incarnire;sintetico;Parasintesi+DoppioStadioDerivativo;in_ire;;;;unknown;no_sinonimi;6.944404;10.925878
incarognire;sintetico;Parasintesi+DoppioStadioDerivativo;in_ire;;;;unknown;no_sinonimi;6.2416015;11.129395
carrozzare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.1627436;10.264752
scarrozzare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.1701965;10.278565
incartare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;6.416632;9.006036
scartare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.137626;9.173292
scartare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.183117;9.192924
accasare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;0.20017946;7.301497
incatenare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;6.0975733;11.273649
scatenare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;5.1556377;10.923716
causare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.3156567;10.711046
accavallare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;6.7807517;12.236495
scavallare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.720247;12.287804
scavallare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.698189;12.304608
scavallare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.7417083;12.294455
cenare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.5715904;12.055477
centrare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.841218;9.994281
accentrare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.5836945;10.112334
incentrare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;5.117703;10.028239
chiavare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.362414;11.067973
cibare;sintetico;Conversione;are;;;;unknown;no_sinonimi;7.1349807;11.052763
cifrare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.3370767;9.409212
cimare;sintetico;Conversione;are;;;;unknown;no_sinonimi;7.03421;11.234184
classificare;sintetico;Suffissazione;ificare;;;;unknown;no_sinonimi;6.0345826;9.811096
acclimare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.9774823;10.7104
acclimatare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.9930882;10.702074
climatizzare;sintetico;Suffissazione;izzare;;;;unknown;no_sinonimi;5.5943027;9.710099
accodare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.654408;11.428094
scodare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;5.786902;11.352561
scodare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;5.7408967;11.332636
scollinare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.7177377;12.233608
accollare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.351902;8.606282
scollare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;7.127975;11.250943
colorare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;7.337174;10.609363
colorire;sintetico;Conversione;ire;;;;unknown;ha_sinonimi;7.0812206;10.436608
scolorare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;7.335103;10.806432
scolorire;sintetico;Parasintesi+DoppioStadioDerivativo;s_ire;;;;unknown;no_sinonimi;7.362028;10.756891
incolpare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;ha_sinonimi;4.4295444;11.0865965
scolpare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;4.5514894;10.975923
colpire;sintetico;Conversione;ire;;;;unknown;ha_sinonimi;5.467942;11.017896
scolpire;sintetico;Parasintesi+DoppioStadioDerivativo;s_ire;;;;unknown;no_sinonimi;7.158141;11.94106
accoltellare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;2.9456277;6.553134
commerciare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;6.3377285;10.214293
accompagnare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.477547;11.612429
scompagnare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;5.701121;11.459577
complessare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.7412257;9.840641
complimentare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;4.2162457;11.389106
condizionare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.244515;9.604087
confessare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;4.332728;11.230959
sconfessare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;3.6693892;10.284274
confinare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.9426427;10.798124
sconfinare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;5.881035;10.863187
consigliare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;4.363414;9.896301
sconsigliare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;4.6063366;9.991243
contattare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;4.0326905;10.08742
contrattare;sintetico;Conversione;are;;;;unknown;no_sinonimi;4.8673263;10.168913
incoraggiare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;ha_sinonimi;4.7255583;10.067295
scoraggiare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;4.6148787;10.087452
incornare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;6.3444996;11.159212
scornare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.248243;11.1474495
scornare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.1875467;11.127232
cornificare;sintetico;Suffissazione;ificare;;;;unknown;ha_sinonimi;6.4338512;10.934827
accorpare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.190737;9.180856
corteggiare;sintetico;Suffissazione;eggiare;;;;unknown;ha_sinonimi;5.0943866;12.057929
accostare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.06121;10.091956
scostare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.3010783;9.622667
costeggiare;sintetico;Suffissazione;eggiare;;;;unknown;no_sinonimi;6.5040298;12.168746
incrociare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;ha_sinonimi;6.2055793;10.0789795
cucinare;sintetico;Conversione;are;;;;unknown;no_sinonimi;7.537337;10.567358
accorare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.375357;11.526766
scorare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;5.7635236;11.497704
curare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;4.880434;9.784322
custodire;sintetico;Conversione;ire;;;;unknown;ha_sinonimi;4.814513;9.367881
dannare;sintetico;Conversione;are;;;;unknown;no_sinonimi;4.7499876;11.507189
danneggiare;sintetico;Suffissazione;eggiare;;;;unknown;ha_sinonimi;5.667745;10.962559
addebitare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.336205;8.596176
indebitare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;5.231513;8.5162735
sdebitare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;5.214857;8.565096
addentare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;7.1099687;10.992518
indentare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;6.214364;9.79044
sdentare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;7.1093235;11.043268
differenziare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.692377;9.44311
dimensionare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.4343104;9.379661
deificare;sintetico;Suffissazione;ificare;;;;unknown;no_sinonimi;4.77957;11.493881
direzionare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;6.169665;9.627075
distanziare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;6.2632093;9.61393
additare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;4.614751;11.427824
documentare;sintetico;Conversione;are;;;;unknown;no_sinonimi;4.2759614;9.609136
dolorare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.8150263;11.446523
addolorare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;ha_sinonimi;4.930432;11.66624
dotare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.7477365;9.493478
addottorare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;4.177158;10.16676
dubitare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;3.6182337;10.061255
emozionare;sintetico;Conversione;are;;;;unknown;no_sinonimi;4.8442597;11.604003
entusiasmare;sintetico;Conversione;are;;;;unknown;no_sinonimi;4.5151114;11.384175
esaminare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;4.1467066;9.829003
esemplificare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;4.3826046;9.85185
esiliare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;3.209006;6.414467
fabbricare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.3565025;10.177534
affaccendare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.687761;12.14167
sfaccendare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;5.138007;11.943971
affacciare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;6.44287;12.193591
affamare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;4.966752;11.227178
sfamare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;5.119467;11.194562
fascistizzare;sintetico;Suffissazione;izzare;;;;unknown;no_sinonimi;2.4240677;12.193814
infastidire;sintetico;Parasintesi+DoppioStadioDerivativo;in_ire;;;;unknown;ha_sinonimi;4.527213;12.084018
faticare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.224033;10.372448
affaticare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.8416;11.350849
favorire;sintetico;Conversione;ire;;;;unknown;ha_sinonimi;5.0399456;9.503311
favoreggiare;sintetico;Suffissazione;eggiare;;;;unknown;ha_sinonimi;2.9185739;6.7505946
ferrare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.430679;10.630286
afferrare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;6.4161887;11.398063
sferrare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;5.5147166;11.162751
sferrare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;5.518539;11.135845
festeggiare;sintetico;Suffissazione;eggiare;;;;unknown;ha_sinonimi;4.441184;10.76256
fiancare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.8750095;11.844095
affiancare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;ha_sinonimi;5.489942;11.616915
sfiancare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;5.7501845;11.505138
fiancheggiare;sintetico;Suffissazione;eggiare;;;;unknown;no_sinonimi;6.653021;12.096806
fiatare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.5257044;11.684957
affiatare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.4214435;11.71755
sfiatare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;5.7001796;11.669839
figliare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.220287;11.858481
figurare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.407903;8.707295
sfigurare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.9244432;11.095156
sfilare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.1140676;11.645703
filmare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.5162272;10.056759
filare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;6.8459063;10.73778
affilare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;7.1317983;11.367011
infilare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;6.727309;10.626857
sfilare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.0824375;11.616697
finire;sintetico;Conversione;ire;;;;unknown;ha_sinonimi;5.4985867;10.358388
fiorire;sintetico;Conversione;ire;;;;unknown;ha_sinonimi;8.060493;10.914973
affiorare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;6.650204;11.210256
affiorare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;6.615397;11.216839
affiorare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;6.6392226;11.204601
infiorare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;7.617841;10.916227
sfiorire;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;8.051086;10.898867
sfiorire;sintetico;Parasintesi+DoppioStadioDerivativo;s_ire;;;;unknown;no_sinonimi;8.080897;10.885886
sfiorire;sintetico;Parasintesi+DoppioStadioDerivativo;s_ire;;;;unknown;no_sinonimi;8.086444;10.897813
fogliare;sintetico;Conversione;are;;;;unknown;no_sinonimi;7.6018276;10.981472
sfogliare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.490795;8.980909
sfogliare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.453838;8.978156
sfogliare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.441635;8.998822
affollare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;6.0341134;11.986226
fondare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.200443;9.8453045
affondare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;ha_sinonimi;6.0544133;11.181651
sfondare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;5.5731115;11.135896
sfondare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;5.6310253;11.095932
formare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;6.363096;9.758617
informare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;3.9426613;10.137341
informare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;3.9891765;10.095575
sformare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;7.138724;10.392287
formulare;sintetico;Conversione;are;;;;unknown;no_sinonimi;3.8667185;9.917835
forzare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.2408557;10.209056
sforzare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;4.612699;10.08099
sforzare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;4.6632094;10.068318
sforzare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;4.716352;10.067728
fotografare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.830631;10.286664
fraseggiare;sintetico;Suffissazione;eggiare;;;;unknown;no_sinonimi;5.429585;11.594667
affratellare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;4.823541;11.287362
affrettare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;4.0915985;10.275686
affrontare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;ha_sinonimi;4.021995;10.710418
fruttare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.408381;8.623889
sfruttare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;5.543495;9.325692
sfruttare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;5.5294657;9.28273
fruttificare;sintetico;Suffissazione;ificare;;;;unknown;ha_sinonimi;7.7316117;11.020782
fugare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;4.284956;9.962577
fumare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.325496;12.053994
sfumare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;ha_sinonimi;7.5044494;10.458009
funzionare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.4571066;9.430121
infuocare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;ha_sinonimi;5.655346;11.301704
sfocare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;7.4481707;10.430239
sfocare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;7.4531884;10.444428
sgambare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.186515;10.583934
sgambare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.223475;10.552097
gambizzare;sintetico;Suffissazione;izzare;;;;unknown;no_sinonimi;5.265693;11.37082
gareggiare;sintetico;Suffissazione;eggiare;;;;unknown;ha_sinonimi;5.709401;10.065622
generare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.1405315;9.3858385
