Var1;Var2;nome;added;sinonimia;Column1;Column2;Unnamed: 7;similarity_w2v;freq_Var1_w2v;freq_Var2_w2v;freq_Var1_ft;freq_Var2_ft
dare la grazia;graziare;grazia;;;dare;;;;0;485;0;485
dare la grazia;aggraziare;grazia;;;dare;;;;0;92;0;92
dare la grazia;ingraziare;grazia;;;dare;;;;0;284;0;284
fare la grazia;graziare;grazia;;y;fare;c;;;0;485;0;485
fare la grazia;aggraziare;grazia;;;fare;;;;0;92;0;92
fare la grazia;ingraziare;grazia;;;fare;;;;0;284;0;284
fare gruppo;aggruppare;gruppo;;y;fare;p;;0.43067994713783264;60;21;63;21
mettere in guaio;guaire;guaio;;;mettere;;;0.2974990904331207;134;54;134;54
mettere in guaio;inguaiare;guaio;;y;mettere;p;;0.5537159442901611;134;71;134;71
andare in guerra;agguerrire;guerra;;;andare;;;0.33544573187828064;147;112;149;112
andare in guerra;guerreggiare;guerra;;;andare;;;0.5702128410339355;147;144;149;144
fare guerra;agguerrire;guerra;;;fare;;;0.3200398087501526;160;112;163;112
fare guerra;guerreggiare;guerra;;y;fare;s;;0.6915923357009888;160;144;163;144
fare una guerra;agguerrire;guerra;;;fare;;;0.3545812964439392;42;112;43;112
fare una guerra;guerreggiare;guerra;;y;fare;s;;0.5049071311950684;42;144;43;144
mandare in guerra;agguerrire;guerra;;;mandare;;;0.42731308937072754;22;112;22;112
mandare in guerra;guerreggiare;guerra;;;mandare;;;0.4894779324531555;22;144;22;144
avere idea;ideare;idea;;y;avere;c;;0.18841858208179474;758;7221;759;7221
avere la idea;ideare;idea;;y;avere;c;;;0;7221;0;7221
avere una idea;ideare;idea;;y;avere;c;;0.20299984514713287;661;7221;662;7221
dare una impressione;impressionare;impressione;;;dare;;;0.36629825830459595;51;2373;51;2373
fare impressione;impressionare;impressione;;y;fare;p;;0.37340837717056274;70;2373;71;2373
avere inizio;iniziare;inizio;;y;avere;c;;0.6990331411361694;5235;113821;5235;113821
dare inizio;iniziare;inizio;;y;dare;c;;0.5954460501670837;2529;113821;2529;113821
avere interesse;interessare;interesse;;y;avere;c;;0.3744976222515106;777;20586;783;20586
essere di interesse;interessare;interesse;;y;essere;c;;0.4213571548461914;107;20586;109;20586
andare in lacrima;lacrimare;lacrima;;;andare;;;;0;90;9;90
dare lavoro;lavorare;lavoro;;;dare;;;0.43776780366897583;351;62498;352;62498
fare lavoro;lavorare;lavoro;;y;fare;c;;;0;62498;20;62498
mettere a lavoro;lavorare;lavoro;;;mettere;;;0.34032106399536133;27;62498;27;62498
mettere a letto;allettare;letto;;y;mettere;c;;0.34317395091056824;52;217;52;217
avere il limite;limitare;limite;;;avere;;;0.4268830716609955;30;27730;30;27730
avere un limite;limitare;limite;;;avere;;;0.34364503622055054;126;27730;126;27730
dare il limite;limitare;limite;;y;dare;c;;;0;27730;12;27730
dare un limite;limitare;limite;;y;dare;c;;;0;27730;10;27730
mettere il limite;limitare;limite;;y;mettere;c;;;0;27730;13;27730
mettere un limite;limitare;limite;;y;mettere;c;;;0;27730;17;27730
mettere in linea;lineare;linea;;;mettere;;;0.15891268849372864;62;6776;62;6776
mettere in linea;allineare;linea;;y;mettere;p;;0.32868534326553345;62;2548;62;2548
mettere in lista;listare;lista;;y;mettere;c;;0.24543052911758423;57;191;61;191
avere luogo;locare;luogo;;;avere;;;0.13384899497032166;6614;2304;6614;2304
dare luogo;locare;luogo;;y;dare;c;;0.1629655510187149;2651;2304;2656;2304
essere maestro;ammaestrare;maestro;;;essere;;;0.33543485403060913;541;173;560;173
fare da maestro;ammaestrare;maestro;;;fare;;;0.4027206599712372;33;173;33;173
fare il maestro;ammaestrare;maestro;;;fare;;;0.3212772309780121;37;173;41;173
andare a male;ammalare;male;;;andare;;;0.3411015272140503;71;2039;73;2039
avere a male;ammalare;male;;;avere;;;;0;2039;21;2039
avere male;ammalare;male;;;avere;;;0.15850713849067688;51;2039;51;2039
fare male;ammalare;male;;;fare;;;0.3730916678905487;1539;2039;1545;2039
essere mamma;smammare;mamma;;;essere;;;;89;0;97;14
essere mamma;smammare;mamma;;;essere;;;;89;0;97;14
fare da mamma;smammare;mamma;;;fare;;;;0;0;11;14
fare da mamma;smammare;mamma;;;fare;;;;0;0;11;14
avere in mano;maneggiare;mano;;;avere;;;0.4918666183948517;727;878;728;878
dare una mano;maneggiare;mano;;;dare;;;0.2469906210899353;598;878;602;878
mettere in mano;maneggiare;mano;;;mettere;;;0.36872929334640503;215;878;215;878
mettere mano;maneggiare;mano;;;mettere;;;0.28249210119247437;492;878;492;878
prendere in mano;maneggiare;mano;;;prendere;;;0.34582775831222534;689;878;691;878
mettere a mare;ammarare;mare;;y;mettere;p;;;0;101;6;101
mettere a mare;mareggiare;mare;;;mettere;;;;0;21;6;21
essere marito;maritare;marito;;;essere;;;0.5354193449020386;81;298;82;298
prendere marito;maritare;marito;;y;prendere;c;;;0;298;13;298
avere massa;ammassare;massa;;;avere;;;0.15834033489227295;127;632;127;632
avere massa;massificare;massa;;;avere;;;0.193761944770813;127;80;127;80
fare massa;ammassare;massa;;;fare;;;;0;632;13;632
fare massa;massificare;massa;;;fare;;;;0;80;13;80
essere medico;medicare;medico;;;essere;;;0.44477713108062744;222;317;223;317
fare il medico;medicare;medico;;;fare;;;0.37715500593185425;73;317;75;317
essere membro;smembrare;membro;;;essere;;;0.14320996403694153;4691;749;4697;749
avere memoria;memorizzare;memoria;;;avere;;;0.239946186542511;186;2505;187;2505
essere ministro;ministrare;ministro;;;essere;;;0.3926120102405548;811;245;831;245
essere ministro;amministrare;ministro;;;essere;;;0.28151825070381165;811;3888;831;3888
fare il ministro;ministrare;ministro;;;fare;;;0.4829549789428711;53;245;54;245
fare il ministro;amministrare;ministro;;;fare;;;0.31782883405685425;53;3888;54;3888
avere a modello;modellare;modello;;;avere;;;;0;2116;5;2116
essere modello;modellare;modello;;;essere;;;0.3138374090194702;111;2116;112;2116
fare da modello;modellare;modello;;;fare;;;0.3430500030517578;90;2116;90;2116
prendere a modello;modellare;modello;;;prendere;;;0.44013530015945435;262;2116;262;2116
dare modo;modificare;modo;;;dare;;;0.223982036113739;452;20626;452;20626
fare in modo;modificare;modo;;;fare;;;0.3062514066696167;3057;20626;3080;20626
andare in moglie;ammogliare;moglie;;y;andare;p;;;0;28;16;28
avere in moglie;ammogliare;moglie;;;avere;;;;0;28;18;28
dare in moglie;ammogliare;moglie;;y;dare;p;;0.6480053067207336;148;28;148;28
essere moglie;ammogliare;moglie;;;essere;;;0.5204346179962158;138;28;142;28
fare la moglie;ammogliare;moglie;;;fare;;;;0;28;0;28
prendere in moglie;ammogliare;moglie;;;prendere;;;0.6331519484519958;169;28;169;28
prendere moglie;ammogliare;moglie;;;prendere;;;0.7203789949417114;99;28;99;28
prendere per moglie;ammogliare;moglie;;;prendere;;;;0;28;15;28
andare a monte;montare;monte;;;andare;;;0.1052289605140686;58;13133;60;13133
andare a monte;ammontare;monte;;;andare;;;0.14231418073177338;58;3947;60;3947
andare a monte;smontare;monte;;;andare;;;0.2191489338874817;58;1502;60;1502
mandare a monte;montare;monte;;;mandare;;;0.09584686160087585;152;13133;152;13133
mandare a monte;ammontare;monte;;;mandare;;;0.19993621110916138;152;3947;152;3947
mandare a monte;smontare;monte;;;mandare;;;0.2452690154314041;152;1502;152;1502
dare la morte;mortificare;morte;;;dare;;;;0;491;0;491
dare una morte;mortificare;morte;;;dare;;;;0;491;0;491
mandare a morte;mortificare;morte;;;mandare;;;0.34927645325660706;90;491;90;491
mettere a morte;mortificare;morte;;;mettere;;;0.2998291850090027;484;491;484;491
venire a morte;mortificare;morte;;;venire;;;;0;491;17;491
essere motivo;motivare;motivo;;;essere;;;0.43278375267982483;587;2738;588;2738
dare movimento;movimentare;movimento;;y;dare;c;;0.4299360513687134;22;1147;23;1147
essere in movimento;movimentare;movimento;;;essere;;;0.30262479186058044;135;1147;136;1147
fare movimento;movimentare;movimento;;;fare;;;0.3374254107475281;30;1147;30;1147
mettere in movimento;movimentare;movimento;;y;mettere;c;;0.253033310174942;107;1147;107;1147
fare musica;musicare;musica;;;fare;;;0.30615609884262085;321;928;324;928
mettere in musica;musicare;musica;;y;mettere;c;;0.8341035842895508;210;928;210;928
avere natura;snaturare;natura;;;avere;;;0.21348756551742554;224;454;226;454
avere a noia;annoiare;noia;;;avere;;;;0;1216;6;1216
dare noia;annoiare;noia;;y;dare;p;;0.6202781200408936;43;1216;43;1216
venire a noia;annoiare;noia;;y;venire;p;;;0;1216;16;1216
avere nome;nomare;nome;;;avere;;;0.3729209005832672;439;56;440;56
avere nome;nominare;nome;;;avere;;;0.218959778547287;439;36625;440;36625
dare il nome;nomare;nome;;;dare;;;0.3816501796245575;2601;56;2604;56
dare il nome;nominare;nome;;y;dare;c;;0.2611387372016907;2601;36625;2604;36625
fare il nome;nomare;nome;;;fare;;;0.2589801847934723;492;56;493;56
fare il nome;nominare;nome;;;fare;;;0.39342549443244934;492;36625;493;36625
mettere il nome;nomare;nome;;;mettere;;;0.3934550881385803;38;56;38;56
mettere il nome;nominare;nome;;y;mettere;c;;0.2239590734243393;38;36625;38;36625
prendere a nome;nomare;nome;;;prendere;;;;0;56;6;56
prendere a nome;nominare;nome;;;prendere;;;;0;36625;6;36625
prendere nome;nomare;nome;;;prendere;;;0.38604968786239624;684;56;684;56
prendere nome;nominare;nome;;;prendere;;;0.2768661379814148;684;36625;684;36625
avere il numero;numerare;numero;;;avere;;;0.43004870414733887;154;959;155;959
dare il numero;numerare;numero;;y;dare;c;;0.35136574506759644;158;959;160;959
fare numero;numerare;numero;;;fare;;;0.22433216869831085;73;959;75;959
essere occasione;occasionare;occasione;;y;essere;c;;0.4211275577545166;182;24;185;24
avere il occhio;oculare;occhio;;;avere;;;0.3746985197067261;456;1369;460;1369
avere il occhio;adocchiare;occhio;;;avere;;;0.36595574021339417;456;80;460;80
avere il occhio;inoculare;occhio;;;avere;;;0.14183205366134644;456;250;460;250
avere il occhio;occhieggiare;occhio;;;avere;;;0.4473477900028229;456;55;460;55
dare un occhio;oculare;occhio;;;dare;;;0.1794607788324356;51;1369;51;1369
dare un occhio;adocchiare;occhio;;;dare;;;0.2959485352039337;51;80;51;80
dare un occhio;inoculare;occhio;;;dare;;;0.13592484593391418;51;250;51;250
dare un occhio;occhieggiare;occhio;;;dare;;;0.3000369668006897;51;55;51;55
mettere il occhio;oculare;occhio;;;mettere;;;0.015680750831961632;129;1369;129;1369
mettere il occhio;adocchiare;occhio;;;mettere;;;0.5658547878265381;129;80;129;80
mettere il occhio;inoculare;occhio;;;mettere;;;0.11573764681816101;129;250;129;250
mettere il occhio;occhieggiare;occhio;;;mettere;;;0.2384188175201416;129;55;129;55
avere in odio;odiare;odio;;y;avere;c;;0.6137114763259888;35;4265;35;4265
avere un odio;odiare;odio;;y;avere;c;;;0;4265;9;4265
prendere in odio;odiare;odio;;;prendere;;;;0;4265;15;4265
avere un odore;odorare;odore;;;avere;;;0.654492199420929;67;165;67;165
fare ombra;ombrare;ombra;;;fare;;;0.321414053440094;49;46;51;46
fare ombra;adombrare;ombra;;;fare;;;0.3407503366470337;49;198;51;198
fare ombra;ombreggiare;ombra;;y;fare;s;;0.42949897050857544;49;174;51;174
mettere in ombra;ombrare;ombra;;;mettere;;;0.18562257289886475;160;46;160;46
mettere in ombra;adombrare;ombra;;y;mettere;p;;0.41507652401924133;160;198;160;198
mettere in ombra;ombreggiare;ombra;;;mettere;;;0.076683409512043;160;174;160;174
andare in onda;inondare;onda;;;andare;;;0.1309831589460373;8072;805;8078;805
andare in onda;ondeggiare;onda;;;andare;;;0.0892367959022522;8072;208;8078;208
essere in onda;inondare;onda;;;essere;;;0.17797699570655823;333;805;337;805
essere in onda;ondeggiare;onda;;;essere;;;0.1169990822672844;333;208;337;208
mandare in onda;inondare;onda;;;mandare;;;0.2041746973991394;2152;805;2153;805
mandare in onda;ondeggiare;onda;;;mandare;;;0.1163497045636177;2152;208;2153;208
mettere in onda;inondare;onda;;;mettere;;;0.2534117102622986;402;805;402;805
mettere in onda;ondeggiare;onda;;;mettere;;;0.11671431362628937;402;208;402;208
avere un odore;odorare;odore;;y;avere;c;;0.654492199420929;67;165;67;165
avere il onore;onorare;onore;;;avere;;;0.44360655546188354;544;2758;549;2758
dare onore;onorare;onore;;y;dare;c;;0.38423100113868713;33;2758;33;2758
fare il onore;onorare;onore;;;fare;;;0.3577446937561035;49;2758;49;2758
fare onore;onorare;onore;;y;fare;c;;0.35592448711395264;159;2758;162;2758
essere in opera;operare;opera;;;essere;;;0.2907285690307617;41;19115;43;19115
essere in opera;adoperare;opera;;;essere;;;0.31153780221939087;41;3599;43;3599
essere opera;operare;opera;;;essere;;;0.2605879008769989;2493;19115;2510;19115
essere opera;adoperare;opera;;;essere;;;0.20200416445732117;2493;3599;2510;3599
mettere in opera;operare;opera;;;mettere;;;0.4081858992576599;312;19115;312;19115
mettere in opera;adoperare;opera;;;mettere;;;0.43052077293395996;312;3599;312;3599
essere in ordine;ordinare;ordine;;;essere;;;0.19446827471256256;424;18462;637;18462
dare un ordine;ordinare;ordine;;y;dare;c;;0.33172807097435;45;18462;45;18462
fare ordine;ordinare;ordine;;y;fare;c;;0.2708559036254883;43;18462;43;18462
mettere in ordine;ordinare;ordine;;y;mettere;c;;0.2798624336719513;88;18462;88;18462
mettere ordine;ordinare;ordine;;y;mettere;c;;0.2526136040687561;169;18462;176;18462
andare ospite;ospitare;ospite;;;andare;;;0.20806658267974854;33;29637;33;29637
avere ospite;ospitare;ospite;;y;avere;c;;0.2897105813026428;75;29637;75;29637
essere ospite;ospitare;ospite;;;essere;;;0.4404458999633789;1548;29637;1559;29637
avere pace;pacificare;pace;;;avere;;;0.4933234453201294;61;431;62;431
dare pace;pacificare;pace;;;dare;;;0.3985874354839325;108;431;109;431
essere in pace;pacificare;pace;;;essere;;;0.5368863940238953;91;431;91;431
fare pace;pacificare;pace;;;fare;;;0.5078485608100891;361;431;361;431
mettere pace;pacificare;pace;;y;mettere;s;;0.5177518725395203;47;431;47;431
essere padrone;impadronire;padrone;;;essere;;;;267;0;277;0
fare da padrone;impadronire;padrone;;;fare;;;;372;0;372;0
andare in palla;pallare;palla;;;andare;;;;0;50;5;50
andare in palla;impallare;palla;;y;andare;p;;;0;27;5;27
andare in palla;palleggiare;palla;;;andare;;;;0;70;5;70
essere parente;apparentare;parente;;;essere;;;0.3629254400730133;227;150;234;150
essere parente;imparentare;parente;;;essere;;;0.6567378044128418;227;2097;234;2097
avere da parte;impartire;parte;;;avere;;;0.31102731823921204;44;1778;47;1778
avere da parte;spartire;parte;;;avere;;;0.42166730761528015;44;1272;47;1272
avere da parte;spartire;parte;;;avere;;;0.42166730761528015;44;1272;47;1272
avere da parte;partire;parte;;;avere;;;0.1766989380121231;44;87597;47;87597
avere da parte;appartare;parte;;;avere;;;0.25338882207870483;44;385;47;385
avere da parte;parteggiare;parte;;;avere;;;0.4367091953754425;44;434;47;434
avere parte;impartire;parte;;;avere;;;0.20591865479946136;308;1778;308;1778
avere parte;spartire;parte;;;avere;;;0.20297464728355408;308;1272;308;1272
avere parte;spartire;parte;;;avere;;;0.20297464728355408;308;1272;308;1272
avere parte;partire;parte;;;avere;;;0.11583978682756424;308;87597;308;87597
avere parte;appartare;parte;;;avere;;;0.08307303488254547;308;385;308;385
avere parte;parteggiare;parte;;;avere;;;0.28899139165878296;308;434;308;434
essere parte;impartire;parte;;;essere;;;0.10679680109024048;4649;1778;4669;1778
essere parte;spartire;parte;;;essere;;;0.2035965919494629;4649;1272;4669;1272
essere parte;spartire;parte;;;essere;;;0.2035965919494629;4649;1272;4669;1272
essere parte;partire;parte;;;essere;;;0.2301619052886963;4649;87597;4669;87597
essere parte;appartare;parte;;;essere;;;0.04967986047267914;4649;385;4669;385
essere parte;parteggiare;parte;;;essere;;;0.16540059447288513;4649;434;4669;434
fare parte;impartire;parte;;;fare;;;0.12798625230789185;42281;1778;42297;1778
fare parte;spartire;parte;;;fare;;;0.2375771701335907;42281;1272;42297;1272
fare parte;spartire;parte;;;fare;;;0.2375771701335907;42281;1272;42297;1272
fare parte;partire;parte;;;fare;;;0.3112165927886963;42281;87597;42297;87597
fare parte;appartare;parte;;;fare;;;-0.017731573432683945;42281;385;42297;385
fare parte;parteggiare;parte;;;fare;;;0.19721627235412598;42281;434;42297;434
prendere parte;impartire;parte;;;prendere;;;0.2528296411037445;12875;1778;12878;1778
prendere parte;spartire;parte;;;prendere;;;0.15113601088523865;12875;1272;12878;1272
prendere parte;spartire;parte;;;prendere;;;0.15113601088523865;12875;1272;12878;1272
prendere parte;partire;parte;;;prendere;;;0.2598613202571869;12875;87597;12878;87597
prendere parte;appartare;parte;;;prendere;;;0.06177305802702904;12875;385;12878;385
prendere parte;parteggiare;parte;;y;prendere;s;;0.3135022819042206;12875;434;12878;434
fare il passo;passare;passo;;;fare;;;0.29759591817855835;80;105895;82;105895
fare il passo;passeggiare;passo;;;fare;;;0.3116703927516937;80;1292;82;1292
avere paura;impaurire;paura;;;avere;;;0.583683967590332;3158;743;3172;743
avere paura;spaurire;paura;;;avere;;;;3158;0;3172;17
avere paura;spaurire;paura;;;avere;;;;3158;0;3172;17
fare il patto;patteggiare;patto;;y;fare;s;;;0;301;6;301
fare un patto;patteggiare;patto;;y;fare;s;;0.42448943853378296;153;301;154;301
avere una paura;impaurire;paura;;;avere;;;0.4906380772590637;37;743;37;743
avere una paura;spaurire;paura;;;avere;;;;37;0;37;17
avere una paura;spaurire;paura;;;avere;;;;37;0;37;17
fare paura;impaurire;paura;;y;fare;p;;0.3838247060775757;553;743;560;743
fare paura;spaurire;paura;;y;fare;p;;;553;0;560;17
fare paura;spaurire;paura;;;fare;;;;553;0;560;17
mettere paura;impaurire;paura;;y;mettere;p;;0.5316659212112427;59;743;60;743
mettere paura;spaurire;paura;;y;mettere;p;;;59;0;60;17
mettere paura;spaurire;paura;;;mettere;;;;59;0;60;17
fare il pelo;spelare;pelo;;;fare;;;;0;0;5;16
fare il pelo;pelare;pelo;;;fare;;;;0;212;5;212
fare il pelo;spelare;pelo;;;fare;;;;0;0;5;16
fare il pelo;spelare;pelo;;;fare;;;;0;0;5;16
avere la pena;penare;pena;;;avere;;;;0;165;0;165
dare la pena;penare;pena;;;dare;;;;0;165;0;165
essere in pena;penare;pena;;y;essere;c;;;0;165;11;165
essere in pensiero;impensierire;pensiero;;;essere;;;;0;270;18;270
fare un pensiero;impensierire;pensiero;;;fare;;;;0;270;10;270
andare in pensione;pensionare;pensione;;;andare;;;0.6001642942428589;548;171;549;171
essere in pensione;pensionare;pensione;;;essere;;;0.44998469948768616;57;171;59;171
mandare in pensione;pensionare;pensione;;y;mandare;c;;0.5922890305519104;81;171;82;171
mettere in pensione;pensionare;pensione;;y;mettere;c;;;0;171;14;171
mettere in pericolo;pericolare;pericolo;;;mettere;;;0.2639475464820862;714;36;715;36
mettere in pericolo;spericolare;pericolo;;;mettere;;;;714;0;715;0
avere il peso;pesare;peso;;y;avere;c;;0.5046064257621765;37;5238;39;5238
avere il peso;spesare;peso;;;avere;;;0.3870008587837219;37;38;39;38
avere peso;pesare;peso;;;avere;;;0.4899435043334961;142;5238;142;5238
avere peso;spesare;peso;;;avere;;;0.28237634897232056;142;38;142;38
dare il peso;pesare;peso;;y;dare;c;;0.5687801241874695;42;5238;43;5238
dare un peso;pesare;peso;;y;dare;c;;0.37074583768844604;21;5238;21;5238
andare a pezzo;appezzare;pezzo;;;andare;;;;0;0;13;12
andare a pezzo;spezzare;pezzo;;;andare;;;;0;4494;13;4494
andare in pezzo;appezzare;pezzo;;;andare;;;;70;0;70;12
andare in pezzo;spezzare;pezzo;;;andare;;;0.528641939163208;70;4494;70;4494
essere a pezzo;appezzare;pezzo;;;essere;;;;38;0;38;12
essere a pezzo;spezzare;pezzo;;;essere;;;0.31871798634529114;38;4494;38;4494
essere in pezzo;appezzare;pezzo;;;essere;;;;0;0;0;12
essere in pezzo;spezzare;pezzo;;;essere;;;;0;4494;0;4494
fare a pezzo;appezzare;pezzo;;;fare;;;;509;0;510;12
fare a pezzo;spezzare;pezzo;;y;fare;p;;0.4829463064670563;509;4494;510;4494
mandare in pezzo;appezzare;pezzo;;;mandare;;;;22;0;22;12
mandare in pezzo;spezzare;pezzo;;y;mandare;p;;0.5227578282356262;22;4494;22;4494
fare il piano;pianificare;piano;;y;fare;s;;;0;3159;15;3159
fare piazza;piazzare;piazza;;;fare;;;0.23669055104255676;118;5020;121;5020
fare piazza;spiazzare;piazza;;;fare;;;0.26506268978118896;118;723;121;723
fare piazza;spiazzare;piazza;;;fare;;;0.26506268978118896;118;723;121;723
andare a piede;appiedare;piede;;;andare;;;0.24357783794403076;105;252;106;252
essere a piede;appiedare;piede;;;essere;;;0.41508948802948;53;252;54;252
mettere in piede;appiedare;piede;;;mettere;;;0.16402074694633484;735;252;735;252
mettere piede;appiedare;piede;;;mettere;;;0.1837269812822342;435;252;435;252
prendere piede;appiedare;piede;;;prendere;;;0.007097285240888596;806;252;808;252
essere poeta;poetare;poeta;;;essere;;;0.5648798942565918;103;70;104;70
fare il poeta;poetare;poeta;;y;fare;c;;;0;70;9;70
prendere polvere;impolverare;polvere;;y;prendere;p;;0.5342552661895752;22;82;22;82
prendere polvere;spolverare;polvere;;;prendere;;;0.5690739750862122;22;189;22;189
prendere polvere;spolverare;polvere;;;prendere;;;0.5690739750862122;22;189;22;189
prendere polvere;polverizzare;polvere;;;prendere;;;0.3991776704788208;22;385;22;385
avere la posizione;posizionare;posizione;;;avere;;;;0;8424;0;8424
mettere in posizione;posizionare;posizione;;y;mettere;c;;0.49514052271842957;74;8424;74;8424
prendere posizione;posizionare;posizione;;;prendere;;;0.2562176287174225;796;8424;806;8424
avere posto;postare;posto;;;avere;;;0.2076830416917801;230;2931;233;2931
avere posto;impostare;posto;;;avere;;;0.2763136625289917;230;4191;233;4191
avere posto;posteggiare;posto;;;avere;;;0.17808173596858978;230;99;233;99
dare posto;postare;posto;;;dare;;;0.07230894267559052;24;2931;25;2931
dare posto;impostare;posto;;;dare;;;0.33452171087265015;24;4191;25;4191
dare posto;posteggiare;posto;;;dare;;;0.4187154471874237;24;99;25;99
fare posto;postare;posto;;;fare;;;0.09215128421783447;894;2931;894;2931
fare posto;impostare;posto;;;fare;;;0.24614331126213074;894;4191;894;4191
fare posto;posteggiare;posto;;;fare;;;0.32464438676834106;894;99;894;99
mettere a posto;postare;posto;;;mettere;;;0.19774916768074036;168;2931;168;2931
mettere a posto;impostare;posto;;;mettere;;;0.25883549451828003;168;4191;168;4191
mettere a posto;posteggiare;posto;;;mettere;;;0.41934090852737427;168;99;168;99
prendere il posto;postare;posto;;;prendere;;;0.10676445066928864;2256;2931;2256;2931
prendere il posto;impostare;posto;;;prendere;;;0.20268285274505615;2256;4191;2256;4191
prendere il posto;posteggiare;posto;;;prendere;;;0.17382073402404785;2256;99;2256;99
prendere posto;postare;posto;;;prendere;;;0.19206459820270538;345;2931;345;2931
prendere posto;impostare;posto;;;prendere;;;0.3149707317352295;345;4191;345;4191
prendere posto;posteggiare;posto;;;prendere;;;0.4159753918647766;345;99;345;99
andare a pranzo;pranzare;pranzo;;y;andare;c;;0.6545596718788147;51;347;52;347
essere a pranzo;pranzare;pranzo;;y;essere;c;;0.6465820670127869;20;347;20;347
fare pratica;praticare;pratica;;y;fare;c;;0.4178733825683594;157;8552;158;8552
fare pratica;impratichire;pratica;;;fare;;;0.6224081516265869;157;51;158;51
fare una pratica;praticare;pratica;;;fare;;;;0;8552;5;8552
fare una pratica;impratichire;pratica;;;fare;;;;0;51;5;51
mettere in pratica;praticare;pratica;;y;mettere;c;;0.42858871817588806;878;8552;878;8552
mettere in pratica;impratichire;pratica;;;mettere;;;0.46054625511169434;878;51;878;51
andare in premio;premiare;premio;;;andare;;;;0;6571;9;6571
avere in premio;premiare;premio;;;avere;;;0.3332854211330414;23;6571;23;6571
dare in premio;premiare;premio;;;dare;;;;0;6571;16;6571
dare un premio;premiare;premio;;y;dare;c;;0.46996018290519714;29;6571;29;6571
fare una presenza;presenziare;presenza;;;fare;;;;0;1126;9;1126
essere prete;pretare;prete;;;essere;;;;64;0;65;14
essere prete;spretare;prete;;;essere;;;;64;0;65;0
fare il prete;pretare;prete;;;fare;;;;0;0;17;14
fare il prete;spretare;prete;;;fare;;;;0;0;17;0
fare il prezzo;prezzare;prezzo;;;fare;;;;0;0;16;7
fare il prezzo;sprezzare;prezzo;;;fare;;;;0;51;16;51
mettere un prezzo;prezzare;prezzo;;y;mettere;c;;;0;0;5;7
mettere un prezzo;sprezzare;prezzo;;;mettere;;;;0;51;5;51
andare in prigione;imprigionare;prigione;;;andare;;;0.4893532693386078;69;4783;70;4783
andare in prigione;sprigionare;prigione;;;andare;;;0.22039228677749634;69;759;70;759
essere in prigione;imprigionare;prigione;;;essere;;;0.5038801431655884;149;4783;150;4783
essere in prigione;sprigionare;prigione;;;essere;;;0.10012702643871307;149;759;150;759
mandare in prigione;imprigionare;prigione;;y;mandare;p;;0.59040367603302;32;4783;32;4783
mandare in prigione;sprigionare;prigione;;;mandare;;;0.17229686677455902;32;759;32;759
mettere in prigione;imprigionare;prigione;;y;mettere;p;;0.6682131886482239;115;4783;115;4783
mettere in prigione;sprigionare;prigione;;;mettere;;;0.14841601252555847;115;759;115;759
fare il principe;principare;principe;;;fare;;;;0;0;12;5
andare a processo;processare;processo;;;andare;;;;0;2401;9;2401
essere sotto processo;processare;processo;;;essere;;;0.5456265211105347;46;2401;46;2401
fare il processo;processare;processo;;y;fare;c;;0.39921319484710693;51;2401;54;2401
fare un processo;processare;processo;;;fare;;;0.36943936347961426;33;2401;35;2401
mettere sotto processo;processare;processo;;y;mettere;c;;0.5899393558502197;53;2401;53;2401
avere il profumo;profumare;profumo;;y;avere;c;;;0;468;6;468
avere in progetto;progettare;progetto;;y;avere;c;;0.43352752923965454;106;18760;107;18760
essere in progetto;progettare;progetto;;;essere;;;0.37987565994262695;272;18760;273;18760
fare il progetto;progettare;progetto;;y;fare;c;;0.4164668023586273;28;18760;30;18760
avere in programma;programmare;programma;;y;avere;c;;0.5133357644081116;301;3119;301;3119
essere in programma;programmare;programma;;;essere;;;0.5521807670593262;517;3119;517;3119
fare il programma;programmare;programma;;y;fare;c;;0.4196862578392029;45;3119;47;3119
mettere in programma;programmare;programma;;;mettere;;;0.5345184803009033;24;3119;24;3119
avere il proposito;spropositare;proposito;;;avere;;;;0;215;12;215
avere in pugno;impugnare;pugno;;;avere;;;0.4218178987503052;45;1650;45;1650
fare a pugno;impugnare;pugno;;;fare;;;0.3059820234775543;71;1650;72;1650
prendere a pugno;impugnare;pugno;;;prendere;;;0.33841073513031006;129;1650;130;1650
prendere in pugno;impugnare;pugno;;;prendere;;;;0;1650;8;1650
fare il punto;puntare;punto;;;fare;;;0.31968462467193604;382;13509;383;13509
fare il punto;appuntare;punto;;;fare;;;0.247528538107872;382;389;383;389
fare il punto;punteggiare;punto;;;fare;;;0.09926462173461914;382;546;383;546
fare punto;puntare;punto;;;fare;;;0.34749835729599;45;13509;51;13509
fare punto;appuntare;punto;;;fare;;;0.1825849413871765;45;389;51;389
fare punto;punteggiare;punto;;;fare;;;0.11555168777704239;45;546;51;546
mettere a punto;puntare;punto;;;mettere;;;0.26425057649612427;1945;13509;1945;13509
mettere a punto;appuntare;punto;;;mettere;;;0.1655842363834381;1945;389;1945;389
mettere a punto;punteggiare;punto;;;mettere;;;0.022971395403146744;1945;546;1945;546
essere in questione;questionare;questione;;;essere;;;0.6659634113311768;26;27;27;27
mettere in questione;questionare;questione;;y;mettere;c;;0.6598501205444336;76;27;76;27
prendere in questione;questionare;questione;;;prendere;;;;0;27;6;27
