group;nome;noun.artifact;noun.cognition;noun.act;noun.state;noun.communication;noun.relation;noun.attribute;noun.substance;noun.food;noun.object;noun.phenomenon;noun.possession;noun.group;noun.feeling;noun.person;noun.time;noun.animal;noun.event;noun.plant;noun.location;noun.shape;noun.body;noun.process;noun.quantity;noun.motive;distance_to_cluster;ID;Dim 1;Dim 2;Dim 3;Dim 4;Dim 5;cluster;Dim 1_centro;Dim 2_centro;Dim 3_centro;Dim 4_centro;Dim 5_centro
Analitico;crisi;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.43308918329367;163;-0.297605343817241;-0.150286809186542;0.266602886545052;-0.129689711787917;-0.208492475080912;1;-0.196852617172649;-0.000929919372101417;-0.021608469145203;-0.015341527925229;0.0343374150131737
Analitico&Sintetico;croce;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.248936111308372;164;-0.151686843847538;0.0979819121444806;0.136182912921219;0.143542306708269;0.0324674265003421;1;-0.196852617172649;-0.000929919372101417;-0.021608469145203;-0.015341527925229;0.0343374150131737
Sintetico;cucina;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.405336893297975;165;0.416140458274754;-0.0626416471575082;0.234029607849389;-0.115751677399933;0.272851562063908;3;0.270981596186198;0.196711085241195;0.095148931250677;-0.0151444734554311;0.0570891691292495
Analitico&Sintetico;cuore;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0.574032841376093;166;0.276512005643461;0.348451791435957;0.485890833673332;0.338414015870066;0.226721229630966;3;0.270981596186198;0.196711085241195;0.095148931250677;-0.0151444734554311;0.0570891691292495
Analitico&Sintetico;cura;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.248223303596922;167;-0.0979058458404181;0.072327633966033;-0.155689802258004;-0.1007714562168;0.179876410588925;1;-0.196852617172649;-0.000929919372101417;-0.021608469145203;-0.015341527925229;0.0343374150131737
Analitico;curiosità ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.293520272023646;168;0.0481958373387641;0.0302661766665919;-0.0992514755846443;0.0752706686689499;0.138707918517614;1;-0.196852617172649;-0.000929919372101417;-0.021608469145203;-0.015341527925229;0.0343374150131737
Analitico;curva;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.776183383309448;169;-0.0853671127974706;0.663284413287784;-0.342331826837787;0.0367225808503648;-0.195311240273917;3;0.270981596186198;0.196711085241195;0.095148931250677;-0.0151444734554311;0.0570891691292495
Analitico&Sintetico;custode;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.0453080525331344;170;0.194913878533241;-0.354911562824534;-0.091163418586173;0.0621599657927608;-0.232218234305868;2;0.212096760508186;-0.323002070097114;-0.085150037927765;0.0766500936705198;-0.210009499258541
Analitico&Sintetico;danno;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.501160650226256;171;-0.443707026996423;-0.108225351887101;0.210164559871692;-0.305731836673666;-0.167323983009601;1;-0.196852617172649;-0.000929919372101417;-0.021608469145203;-0.015341527925229;0.0343374150131737
Analitico&Sintetico;debito;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.305345261564827;172;-0.309966891047442;-0.0410209254786588;0.0842368166619408;-0.254785619518142;-0.0671362441742413;1;-0.196852617172649;-0.000929919372101417;-0.021608469145203;-0.015341527925229;0.0343374150131737
Analitico;decisione;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.353514831612662;173;-0.399993338793032;0.0876476945263517;-0.202400226412111;0.1154026445972;0.195833209266473;1;-0.196852617172649;-0.000929919372101417;-0.021608469145203;-0.015341527925229;0.0343374150131737
Analitico;denaro;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.292883637190269;174;0.0146022831850515;-0.120772097776185;0.0084685045126469;-0.147896796059672;-0.0563818159649957;1;-0.196852617172649;-0.000929919372101417;-0.021608469145203;-0.015341527925229;0.0343374150131737
Sintetico;dente;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0.446305770484776;175;0.683008803583244;0.0791195429257072;0.0187214991942689;0.032166072996873;0.143779480768514;3;0.270981596186198;0.196711085241195;0.095148931250677;-0.0151444734554311;0.0570891691292495
Analitico;desiderio;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.860310015059831;176;-0.506744862581988;-0.123893506495591;0.355242784713076;0.666149341850643;0.184448711612391;1;-0.196852617172649;-0.000929919372101417;-0.021608469145203;-0.015341527925229;0.0343374150131737
Analitico;destino;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.745052638808605;177;-0.195889771187628;-0.0598948762782625;0.48745841314111;-0.344602292478224;-0.394689273743598;1;-0.196852617172649;-0.000929919372101417;-0.021608469145203;-0.015341527925229;0.0343374150131737
Analitico;diavolo;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.223652228033459;178;0.127262600481516;-0.263987870585639;-0.277767895937407;0.0342932786491607;-0.18891282535142;2;0.212096760508186;-0.323002070097114;-0.085150037927765;0.0766500936705198;-0.210009499258541
